CellType,Key,Value,LowerBounds,UpperBounds,Fixed,Description
ONBC,a_Release,2.0,1.8,2.2,false,
ONBC,tau_Release,5.0,4.5,5.5,false,
PHOTO,aC,0.010960740037863766,0.009,0.011,false,
PHOTO,kR1,367.45664790722384,360.0,440.0,false,
PHOTO,kF1,10.846521588509914,9.0,11.0,false,
PHOTO,kR2,109.23392255472842,90.0,110.0,false,
PHOTO,kR3,12.605475481052027,10.332,12.628,false,
PHOTO,kHYDRO,9899.821597099683,8100.0,9900.0,false,
PHOTO,kREC,0.6378409291639824,0.522,0.638,false,
PHOTO,G0,1.939296777961728,1.8,2.2,false,
PHOTO,iDARK,5543.926369838044,4536.0000027,5544.0000033,false,
PHOTO,kg,10.99744165546389,9.0,11.0,false,
PHOTO,R_tot,3.103049412425641,2.7,3.3,false,
PHOTO,T_tot,0.27042388964045366,0.27,0.33,false,
PHOTO,P_tot,0.02308216052614006,0.0189,0.0231,false,
PHOTO,lambda,0.7234614958018815,0.603,0.737,false,
PHOTO,C_m,0.02,0.018,0.022,true,Membrane capacitance (nF)
PHOTO,I_app,0.0,0.0,0.0,true,Applied current (pA)
PHOTO,gLEAK,0.4928376999337904,0.45,0.55,false,
PHOTO,ELEAK,77.0,69.3,84.7,true,Leak reversal potential (mV)
PHOTO,gH,3.243417580969223,2.7,3.3,false,
PHOTO,eH,32.0,28.8,35.2,true,Ih reversal potential (mV)
PHOTO,gKV,2.1840353421525665,1.8,2.2,false,
PHOTO,eK,74.0,66.6,81.4,true,K+ reversal potential (mV)
PHOTO,gCa,0.7388913241564042,0.63,0.77,false,
PHOTO,eCa,12.5,11.25,13.75,true,Ca2+ Nernst factor (mV)
PHOTO,_Ca_0,1600.0,1440.0,1760.0,true,Resting calcium concentration (uM)
PHOTO,gKCa,5.481232727568865,4.5,5.5,false,
PHOTO,gCl,1.8845407443587625,1.8,2.2,false,
PHOTO,eCl,20.0,18.0,22.0,true,Cl- reversal potential (mV)
PHOTO,DCa,6.0e-8,5.4e-8,6.6e-8,true,Calcium diffusion coefficient (m2/s)
PHOTO,S1,3.14e-8,2.826e-8,3.454e-8,true,Shell surface area (m2)
PHOTO,DELTA,3.0e-5,2.7e-5,3.3e-5,true,Shell thickness (m)
PHOTO,V1,3.81e-13,3.429e-13,4.191e-13,true,Shell volume (m3)
PHOTO,V2,5.24e-13,4.716e-13,5.764e-13,true,Core volume (m3)
PHOTO,Lb1,0.4399999954473678,0.36,0.44,false,
PHOTO,Bl,450.20198956699755,450.0,550.0,false,
PHOTO,Lb2,0.19580970156369576,0.18,0.22,false,
PHOTO,Hb1,98.24290943018705,90.0,110.0,false,
PHOTO,Bh,282.0475629757909,270.0,330.0,false,
PHOTO,Hb2,81.0457407016105,81.0,99.0,false,
PHOTO,J_ex,21.56214491085862,18.0,22.0,false,
PHOTO,Cae,0.01,0.009,0.011,true,Extracellular Ca2+ concentration (mM)
PHOTO,K_ex,2.0770008161723172,2.07,2.53,false,
PHOTO,J_ex2,20.889416630111338,18.0,22.0,false,
PHOTO,K_ex2,0.4731213354376427,0.45,0.55,false,
PHOTO,l2,9.928668094955238,8.5367421657,10.4337959803,false,
PHOTO,h2,0.027939432473471963,0.0253458288,0.0309782352,false,
PHOTO,k1,780.3411033770029,712.80000873,871.20001067,false,
PHOTO,k2,4.999805351338589,4.5,5.5,false,
PHOTO,k3,2.3538406944426384,2.2103290872,2.7015133288,false,
PHOTO,k4,0.0008561441773367074,0.0008077104,0.0009872016,false,
PHOTO,k5,0.009037387599979702,0.009,0.011,false,
PHOTO,k6,0.061664706942691,0.0600465591,0.0733902389,false,
PHOTO,k7,0.009089701890252646,0.0090534222,0.0110652938,false,
PHOTO,l3,95.53428812639523,78.955773651,96.501501129,false,
PHOTO,h3,0.006636923978479738,0.0061739964,0.0075459956,false,
PHOTO,tB,157.93298041440025,134.99998227,164.99997833,false,
PHOTO,tM,831.2718122298604,757.34830188,925.64792452,false,
PHOTO,tC,36403.06522369329,32312.791242,39493.411518,false,
PHOTO,tO,76.62337465234268,72.052000704,88.063556416,false,
PHOTO,alpha_Glu,1.0833444250724227,0.9,1.1,false,
PHOTO,V_Glu_half,-49.49994077507559,-49.5,-40.5,false,
PHOTO,V_Glu_slope,1.548525802276278,1.35,1.65,false,
PHOTO,a_Glu,0.8704868648235294,0.72,0.88,false,
PHOTO,tau_Glu,43.970194315629946,36.0,44.0,false,
RPE,tau_RPE,3000.0,2700.0,3300.0,false,
RPE,I_app,0.0,0.0,0.0,true,Applied current (pA)
RPE,g_K_apical,5.0,4.5,5.5,false,
RPE,g_Cl_baso,2.0,1.8,2.2,false,
RPE,g_L_RPE,0.5,0.45,0.55,false,
RPE,E_Cl,-50.0,-55.0,-45.0,true,Cl- reversal potential (mV)
RPE,E_L_RPE,-60.0,-66.0,-54.0,true,Leak reversal potential (mV)
RPE,K_sub_rest,3.0,2.7,3.3,true,Resting subretinal K+ (mM)
RPE,k_RPE,0.0005,0.00045,0.00055,false,
RPE,alpha_K_RPE,0.001,0.0009,0.0011,false,
RPE,K_i,140.0,126.0,154.0,true,Intracellular K+ concentration (mM)
